sentence,tags,tokens,numeric_tags
"His bowel disease had been resistant to immunosuppressive drugs including azathioprine, corticosteroiods and three infusions of Infliximab a year earlier.","['O', 'B-Coreference', 'I-Coreference', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Medication', 'B-Medication', 'O', 'B-Dosage', 'I-Dosage', 'O', 'B-Medication', 'B-Date', 'I-Date', 'I-Date']","['his', 'bowel', 'disease', 'had', 'been', 'resistant', 'to', 'immunosuppressive', 'drugs', 'including', 'azathioprine', 'corticosteroiods', 'and', 'three', 'infusions', 'of', 'infliximab', 'a', 'year', 'earlier']","[0, 29, 30, 0, 0, 0, 0, 0, 0, 0, 57, 57, 0, 59, 60, 0, 57, 39, 40, 40]"
There had been no extra-intestinal manifestations.,"['O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom']","['there', 'had', 'been', 'no', 'extra-intestinal', 'manifestations']","[0, 0, 0, 9, 10, 10]"
"On admission to the hospital, he was thin, afebrile with a resting tachycardia of 125/minute.","['O', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'O', 'O', 'B-Sign_symptom', 'B-Sign_symptom', 'O', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'B-Lab_value']","['on', 'admission', 'to', 'the', 'hospital', 'he', 'was', 'thin', 'afebrile', 'with', 'a', 'resting', 'tachycardia', 'of', '125/minute']","[0, 5, 0, 0, 7, 0, 0, 9, 9, 0, 0, 13, 9, 0, 23]"
The rest of the cardio-respiratory examination was normal.,"['O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value']","['the', 'rest', 'of', 'the', 'cardio-respiratory', 'examination', 'was', 'normal']","[0, 0, 0, 0, 19, 20, 0, 23]"
The abdomen was minimally tender around the ileostomy without guarding or rebound tenderness.,"['O', 'B-Biological_structure', 'O', 'B-Severity', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'B-Detailed_description', 'I-Detailed_description', 'O', 'O', 'O']","['the', 'abdomen', 'was', 'minimally', 'tender', 'around', 'the', 'ileostomy', 'without', 'guarding', 'or', 'rebound', 'tenderness']","[0, 11, 0, 49, 9, 0, 0, 11, 13, 14, 0, 0, 0]"
"Examination of the skin revealed some pustules and crusts around the elbows, ankles and feet (Fig 1 and  2).","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'B-Biological_structure', 'O', 'B-Biological_structure', 'O', 'O', 'O', 'O', 'O']","['examination', 'of', 'the', 'skin', 'revealed', 'some', 'pustules', 'and', 'crusts', 'around', 'the', 'elbows', 'ankles', 'and', 'feet', 'fig', '1', 'and', '2']","[19, 20, 20, 20, 0, 0, 9, 0, 9, 0, 0, 11, 11, 0, 11, 0, 0, 0, 0, 0]"
The buttocks were spared.,"['B-Other_event', 'I-Other_event', 'I-Other_event', 'O']","['the', 'buttocks', 'were', 'spared']","[61, 62, 62, 0]"
"There were clinical signs of synovitis of the wrists, proximal interphalangeal and metacarpophalangeal joints, and also both ankles.","['O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Biological_structure', 'B-Biological_structure', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure']","['there', 'were', 'clinical', 'signs', 'of', 'synovitis', 'of', 'the', 'wrists', 'proximal', 'interphalangeal', 'and', 'metacarpophalangeal', 'joints', 'and', 'also', 'both', 'ankles']","[0, 0, 0, 0, 0, 9, 0, 0, 11, 11, 12, 0, 11, 11, 0, 0, 11, 12]"
"Results of the laboratory tests showed a haemoglobin of 13.1 gm/dl, white blood count 15.8 × 109/L, platelets 585 × 109/L, C- reactive protein 37.7 mg/L and erythrocyte sedimentation rate 69 mm/hr.","['O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'O', 'I-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'I-Lab_value', 'I-Lab_value', 'B-Diagnostic_procedure', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'I-Lab_value', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'B-Lab_value', 'I-Lab_value']","['results', 'of', 'the', 'laboratory', 'tests', 'showed', 'a', 'haemoglobin', 'of', '131', 'gm/dl', 'white', 'blood', 'count', '158', '×', '109/l', 'platelets', '585', '×', '109/l', 'c-', 'reactive', 'protein', '377', 'mg/l', 'and', 'erythrocyte', 'sedimentation', 'rate', '69', 'mm/hr']","[0, 0, 0, 19, 20, 0, 0, 19, 0, 0, 24, 19, 20, 20, 0, 24, 24, 19, 23, 24, 24, 19, 20, 20, 0, 24, 0, 19, 20, 20, 23, 24]"
"Urea and electrolytes, complement, urine analysis and microscopy were normal.","['B-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'B-Diagnostic_procedure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'O', 'B-Lab_value']","['urea', 'and', 'electrolytes', 'complement', 'urine', 'analysis', 'and', 'microscopy', 'were', 'normal']","[19, 0, 19, 19, 19, 20, 0, 19, 0, 23]"
"Rheumatoid factor, antinuclear and antineutrophil cytoplasmic antibodies, cryoglobulins and Hepatitis B and C serology were negative.","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'B-Detailed_description', 'O', 'B-Detailed_description', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'B-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value']","['rheumatoid', 'factor', 'antinuclear', 'and', 'antineutrophil', 'cytoplasmic', 'antibodies', 'cryoglobulins', 'and', 'hepatitis', 'b', 'and', 'c', 'serology', 'were', 'negative']","[19, 20, 13, 0, 13, 19, 20, 19, 0, 19, 20, 20, 20, 20, 0, 23]"
"Transthoracic echocardiogram showed no signs of endocarditis, and multiple blood cultures were sterile.","['B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value']","['transthoracic', 'echocardiogram', 'showed', 'no', 'signs', 'of', 'endocarditis', 'and', 'multiple', 'blood', 'cultures', 'were', 'sterile']","[11, 19, 0, 9, 10, 10, 10, 0, 19, 20, 20, 0, 23]"
A skin biopsy from the ankle revealed a perivascular lymphohistiocytic infiltrate with prominent neutrophils and associated fibrinoid necrosis of vessels consistent with 'leukocytoclastic' vasculitis.,"['O', 'B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'B-Biological_structure', 'B-Biological_structure', 'O', 'O', 'B-Biological_structure', 'O', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'B-Biological_structure', 'O', 'O', 'O', 'B-Disease_disorder']","['a', 'skin', 'biopsy', 'from', 'the', 'ankle', 'revealed', 'a', 'perivascular', 'lymphohistiocytic', 'infiltrate', 'with', 'prominent', 'neutrophils', 'and', 'associated', 'fibrinoid', 'necrosis', 'of', 'vessels', 'consistent', 'with', ""'leukocytoclastic'"", 'vasculitis']","[0, 11, 19, 0, 0, 0, 0, 0, 11, 11, 11, 0, 0, 11, 0, 0, 13, 9, 0, 11, 0, 0, 0, 25]"
He was commenced on 60 mg prednisolone per day leading to prompt and complete resolution of all features.,"['O', 'O', 'O', 'O', 'B-Dosage', 'I-Dosage', 'B-Medication', 'B-Dosage', 'I-Dosage', 'O', 'O', 'B-Detailed_description', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom']","['he', 'was', 'commenced', 'on', '60', 'mg', 'prednisolone', 'per', 'day', 'leading', 'to', 'prompt', 'and', 'complete', 'resolution', 'of', 'all', 'features']","[0, 0, 0, 0, 59, 60, 57, 59, 60, 0, 0, 13, 0, 13, 9, 10, 10, 10]"
"The dose of prednisolone was rapidly tapered over the course of one month by the patient, faster than advised but without any recurrence over the following 3 years.","['O', 'O', 'O', 'B-Medication', 'O', 'O', 'B-Clinical_event', 'B-Duration', 'I-Duration', 'I-Duration', 'I-Duration', 'I-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'B-Duration', 'I-Duration', 'I-Duration', 'I-Duration', 'I-Duration']","['the', 'dose', 'of', 'prednisolone', 'was', 'rapidly', 'tapered', 'over', 'the', 'course', 'of', 'one', 'month', 'by', 'the', 'patient', 'faster', 'than', 'advised', 'but', 'without', 'any', 'recurrence', 'over', 'the', 'following', '3', 'years']","[0, 0, 0, 57, 0, 0, 5, 37, 38, 38, 38, 38, 38, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10, 37, 38, 38, 38, 38]"
"A 30-year-old female (65 kg) underwent rhinoplasty under general anaesthesia, which was induced using a combination of a bolus of Remifentanyl (0.5 μg/kg) and Propofol 2 mg/kg.","['O', 'B-Age', 'B-Sex', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'O', 'B-Medication', 'I-Medication', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Medication', 'O', 'I-Dosage', 'O', 'B-Medication', 'B-Dosage', 'I-Dosage']","['a', '30-year-old', 'female', '65', 'kg', 'underwent', 'rhinoplasty', 'under', 'general', 'anaesthesia', 'which', 'was', 'induced', 'using', 'a', 'combination', 'of', 'a', 'bolus', 'of', 'remifentanyl', '05', 'μg/kg', 'and', 'propofol', '2', 'mg/kg']","[0, 1, 3, 0, 0, 0, 33, 0, 57, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 60, 0, 57, 59, 60]"
Muscle paralysis was obtained with Cisatracurium (0.15 μg/kg).,"['B-Disease_disorder', 'I-Disease_disorder', 'O', 'O', 'O', 'B-Medication', 'O', 'I-Dosage']","['muscle', 'paralysis', 'was', 'obtained', 'with', 'cisatracurium', '015', 'μg/kg']","[25, 26, 0, 0, 0, 57, 0, 60]"
"Transoral intubation was performed with a Macintosh blade (No.3) and a size 7 mm diameter reinforced tracheal tube was easily and gently placed in the trachea, on the first attempt and was then fixed to the right corner of the mouth.","['B-Detailed_description', 'B-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'B-Detailed_description', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure']","['transoral', 'intubation', 'was', 'performed', 'with', 'a', 'macintosh', 'blade', 'no3', 'and', 'a', 'size', '7', 'mm', 'diameter', 'reinforced', 'tracheal', 'tube', 'was', 'easily', 'and', 'gently', 'placed', 'in', 'the', 'trachea', 'on', 'the', 'first', 'attempt', 'and', 'was', 'then', 'fixed', 'to', 'the', 'right', 'corner', 'of', 'the', 'mouth']","[13, 33, 0, 0, 0, 0, 33, 34, 0, 0, 0, 0, 13, 14, 14, 13, 33, 34, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 12, 12, 12]"
No problems were encountered during laryngoscopy and intubation.,"['O', 'B-Disease_disorder', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'O', 'B-Coreference']","['no', 'problems', 'were', 'encountered', 'during', 'laryngoscopy', 'and', 'intubation']","[0, 25, 0, 0, 0, 33, 0, 29]"
The cuff of the tube was inflated with a pressure ≤ 20 cm H2O.,"['O', 'O', 'O', 'O', 'B-Coreference', 'O', 'O', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value']","['the', 'cuff', 'of', 'the', 'tube', 'was', 'inflated', 'with', 'a', 'pressure', '≤', '20', 'cm', 'h2o']","[0, 0, 0, 0, 29, 0, 0, 0, 0, 23, 24, 24, 24, 24]"
No adjustment of cuff volume was made intra-operatively.,"['O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'I-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O']","['no', 'adjustment', 'of', 'cuff', 'volume', 'was', 'made', 'intra-operatively']","[0, 33, 34, 34, 34, 0, 0, 0]"
N2O was not used for inhalation anaesthesia.,"['B-Medication', 'O', 'O', 'O', 'O', 'O', 'O']","['n2o', 'was', 'not', 'used', 'for', 'inhalation', 'anaesthesia']","[57, 0, 0, 0, 0, 0, 0]"
The throat pack was placed in the pharynx to avoid the passage of blood in the aero-digestive tract.,"['O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['the', 'throat', 'pack', 'was', 'placed', 'in', 'the', 'pharynx', 'to', 'avoid', 'the', 'passage', 'of', 'blood', 'in', 'the', 'aero-digestive', 'tract']","[0, 33, 34, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
General anaesthesia was maintained with Sevofluorane in oxygen/air and Remifentanyl in continuous infusion 0.25 μg/kg/min.,"['B-Medication', 'I-Medication', 'O', 'O', 'O', 'B-Medication', 'B-Administration', 'I-Administration', 'O', 'B-Medication', 'O', 'B-Administration', 'I-Administration', 'O', 'I-Dosage']","['general', 'anaesthesia', 'was', 'maintained', 'with', 'sevofluorane', 'in', 'oxygen/air', 'and', 'remifentanyl', 'in', 'continuous', 'infusion', '025', 'μg/kg/min']","[57, 58, 0, 0, 0, 57, 63, 64, 0, 57, 0, 63, 64, 0, 60]"
Moderate arterial hypotension was maintained with a cuff systolic artery pressure of approximately 90 mmHg.,"['B-Severity', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Lab_value', 'I-Lab_value']","['moderate', 'arterial', 'hypotension', 'was', 'maintained', 'with', 'a', 'cuff', 'systolic', 'artery', 'pressure', 'of', 'approximately', '90', 'mmhg']","[49, 9, 10, 0, 0, 0, 0, 0, 19, 20, 20, 0, 0, 23, 24]"
The operation was carried out in a semi-supine position with the head slightly inclined forward and laterally and trunk slightly elevated.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'O', 'O', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description']","['the', 'operation', 'was', 'carried', 'out', 'in', 'a', 'semi-supine', 'position', 'with', 'the', 'head', 'slightly', 'inclined', 'forward', 'and', 'laterally', 'and', 'trunk', 'slightly', 'elevated']","[0, 0, 0, 0, 0, 0, 0, 33, 34, 0, 0, 13, 14, 14, 14, 0, 0, 0, 13, 14, 14]"
Duration of the operation was 100 minutes.,"['O', 'O', 'O', 'B-Therapeutic_procedure', 'O', 'B-Duration', 'I-Duration']","['duration', 'of', 'the', 'operation', 'was', '100', 'minutes']","[0, 0, 0, 33, 0, 37, 38]"
"The patient was extubated, after removal of the throat pack without problems.","['O', 'O', 'O', 'B-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Disease_disorder']","['the', 'patient', 'was', 'extubated', 'after', 'removal', 'of', 'the', 'throat', 'pack', 'without', 'problems']","[0, 0, 0, 33, 0, 0, 0, 0, 33, 34, 0, 25]"
"The following day the patient complained of difficulty in swallowing, dysphonia and hoarseness.","['O', 'B-Date', 'I-Date', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'B-Sign_symptom', 'O', 'B-Sign_symptom']","['the', 'following', 'day', 'the', 'patient', 'complained', 'of', 'difficulty', 'in', 'swallowing', 'dysphonia', 'and', 'hoarseness']","[0, 39, 40, 0, 0, 0, 0, 9, 10, 10, 9, 0, 9]"
"Examination revealed deviation of the tongue to the right side and vocal cord paralysis, expression of hypoglossal and recurrent laryngeal nerve injury without local oedema or haematoma.","['B-Diagnostic_procedure', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'O', 'O', 'B-Detailed_description', 'I-Detailed_description', 'O', 'B-Biological_structure', 'I-Biological_structure', 'B-Disease_disorder', 'O', 'O', 'B-Biological_structure', 'O', 'B-Detailed_description', 'B-Biological_structure', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'B-Sign_symptom']","['examination', 'revealed', 'deviation', 'of', 'the', 'tongue', 'to', 'the', 'right', 'side', 'and', 'vocal', 'cord', 'paralysis', 'expression', 'of', 'hypoglossal', 'and', 'recurrent', 'laryngeal', 'nerve', 'injury', 'without', 'local', 'oedema', 'or', 'haematoma']","[19, 0, 9, 0, 0, 11, 0, 0, 13, 14, 0, 11, 12, 25, 0, 0, 11, 0, 13, 11, 25, 26, 0, 13, 9, 0, 9]"
The movements of the pharynx and soft palate were normal.,"['O', 'B-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Lab_value']","['the', 'movements', 'of', 'the', 'pharynx', 'and', 'soft', 'palate', 'were', 'normal']","[0, 19, 0, 0, 11, 0, 11, 12, 0, 23]"
"Meticulous neurological examination, including also magnetic resonance imaging (MRN) revealed no other evidence of central or cranial nerve involvement.","['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'O', 'B-Biological_structure', 'B-Sign_symptom', 'I-Sign_symptom']","['meticulous', 'neurological', 'examination', 'including', 'also', 'magnetic', 'resonance', 'imaging', 'mrn', 'revealed', 'no', 'other', 'evidence', 'of', 'central', 'or', 'cranial', 'nerve', 'involvement']","[0, 19, 20, 0, 0, 19, 20, 20, 0, 0, 0, 0, 0, 0, 11, 0, 11, 9, 10]"
"Conservative management included steroids, vitamins together with speech and swallowing therapy.","['O', 'O', 'O', 'B-Medication', 'B-Medication', 'O', 'O', 'B-Detailed_description', 'O', 'B-Detailed_description', 'B-Therapeutic_procedure']","['conservative', 'management', 'included', 'steroids', 'vitamins', 'together', 'with', 'speech', 'and', 'swallowing', 'therapy']","[0, 0, 0, 57, 57, 0, 0, 13, 0, 13, 33]"
Full recovery of lingual and laryngeal functions was obtained within four months after surgery.,"['B-Outcome', 'I-Outcome', 'O', 'B-Biological_structure', 'O', 'B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'O', 'B-Date', 'I-Date', 'I-Date', 'I-Date', 'O']","['full', 'recovery', 'of', 'lingual', 'and', 'laryngeal', 'functions', 'was', 'obtained', 'within', 'four', 'months', 'after', 'surgery']","[53, 54, 0, 11, 0, 11, 19, 0, 0, 39, 40, 40, 40, 0]"
"Here, we describe another case in a 60-year-old man from San Francisco who had consumed raw pork while traveling in the Philippines.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Age', 'B-Sex', 'O', 'B-Personal_background', 'I-Personal_background', 'O', 'O', 'B-Activity', 'I-Activity', 'I-Activity', 'O', 'B-Activity', 'O', 'O', 'B-Nonbiological_location']","['here', 'we', 'describe', 'another', 'case', 'in', 'a', '60-year-old', 'man', 'from', 'san', 'francisco', 'who', 'had', 'consumed', 'raw', 'pork', 'while', 'traveling', 'in', 'the', 'philippines']","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 55, 56, 0, 0, 51, 52, 52, 0, 51, 0, 0, 7]"
"In June 2003, this man became ill with fever, diaphoresis, headache, nausea, and anorexia.","['O', 'B-Date', 'I-Date', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Sign_symptom', 'B-Sign_symptom', 'B-Sign_symptom', 'B-Sign_symptom', 'O', 'B-Sign_symptom']","['in', 'june', '2003', 'this', 'man', 'became', 'ill', 'with', 'fever', 'diaphoresis', 'headache', 'nausea', 'and', 'anorexia']","[0, 39, 40, 0, 0, 0, 9, 0, 9, 9, 9, 9, 0, 9]"
He had just returned from a 7-month vacation in the Philippines.,"['O', 'O', 'O', 'B-Activity', 'O', 'O', 'B-Duration', 'B-Activity', 'O', 'O', 'B-Nonbiological_location']","['he', 'had', 'just', 'returned', 'from', 'a', '7-month', 'vacation', 'in', 'the', 'philippines']","[0, 0, 0, 51, 0, 0, 37, 51, 0, 0, 7]"
"Three days after symptoms onset, his physician prescribed doxycycline.","['B-Date', 'I-Date', 'I-Date', 'I-Date', 'I-Date', 'O', 'O', 'O', 'B-Medication']","['three', 'days', 'after', 'symptoms', 'onset', 'his', 'physician', 'prescribed', 'doxycycline']","[39, 40, 40, 40, 40, 0, 0, 0, 57]"
